angle,velocity,netDistanceFromBucket,outcome
37,48,80.80420462841516,0
18,13,61.59351534578688,0
123,16,123.80382038544471,0
258,44,144.05721348025986,0
339,25,69.74397212266089,0
112,38,172.80378058048765,0
220,0,137.7684178944081,0
186,18,64.90008420288466,0
189,37,91.12739456891856,0
63,0,137.2810084156328,0
114,39,84.03347707962318,0
97,12,140.51130399220025,0
39,20,46.898457514178716,0
84,23,123.71755686208347,0
269,26,134.02090004398127,0
168,16,66.57835325773507,0
54,24,68.13589521861543,0
325,47,73.99837205178473,0
14,19,97.64410734706868,0
25,31,89.918981262988,0
214,23,86.72828834416573,0
66,10,124.07187895066464,0
255,7,139.1648114942841,0
29,35,5.767784199132783,1
336,4,126.60286134641312,0
153,20,70.76624032849631,0
227,36,63.88023976927781,0
99,38,169.26307832207465,0
272,47,170.986687069411,0
1,30,76.31435586226311,0
14,0,140.62962881090087,0
294,9,124.05434422977808,0
321,43,66.46981073330032,0
335,29,67.68711764297454,0
28,10,75.95021438224332,0
215,26,113.00798247271074,0
57,34,13.708075406795496,1
196,23,109.79920945522011,0
124,44,86.91891712217793,0
41,2,132.3219557374169,0
125,14,131.26019212366572,0
106,7,133.00700920152218,0
332,35,76.6859844745219,0
72,2,140.49171197952256,0
6,30,99.25686960730138,0
255,17,156.8883499409597,0
297,30,37.5678556378333,0
143,26,107.71814440604035,0
252,21,144.87850749045032,0
5,3,126.97560145058068,0
146,21,55.32824014014152,0
154,33,95.6230040322516,0
17,30,93.90381504063835,0
67,13,110.19437502078776,0
58,14,87.91905923788964,0
206,11,111.7194014679638,0
197,43,77.97255160411105,0
97,34,151.1173288540573,0
143,8,153.04996936385422,0
205,37,72.69877277402165,0
74,41,75.42535775334679,0
299,26,42.43332780081323,0
354,25,68.69690258952946,0
87,24,127.12161883684753,0
263,8,146.13245729269252,0
353,24,76.50666468080777,0
98,29,147.60014012978843,0
231,45,50.06322356855161,1
225,9,153.26138954674514,0
7,15,50.17617528773756,0
101,36,154.12548742951213,0
199,36,73.88310596850515,0
189,30,96.02737146875761,0
71,24,85.29855134864785,0
311,11,94.0219979359718,0
305,16,82.14807440333828,0
98,16,134.755944566791,0
94,28,134.6555484887551,0
259,0,134.39312551256052,0
134,30,75.38877966145617,0
22,30,88.63060708333774,0
66,22,63.858466581639185,0
88,21,132.48272824751885,0
276,36,127.28245460874452,0
16,33,81.15675304766727,0
101,20,138.89802688473068,0
212,44,31.169288346898416,1
230,40,77.57716952478577,0
282,12,127.38755406709323,0
166,28,71.44290904831652,0
32,16,53.785197878709134,0
202,17,58.38454502453896,0
70,29,72.96891816004006,0
8,2,137.47857025823828,0
283,24,104.1009486799186,0
235,2,139.06835797874726,0
289,39,23.82252170741685,1
298,30,32.842629822615294,0
230,41,66.98968465358844,0
185,49,87.90801600056355,0
224,40,96.40927217631416,0
23,2,129.6424310843747,0
240,44,135.32670470091068,0
214,4,146.20783504717636,0
78,15,123.03565081652025,0
318,34,8.4156185143171,1
214,5,151.25710437716552,0
171,16,67.2393646357888,0
26,30,76.23278779658038,0
199,36,74.40153293257961,0
87,4,146.87800059591052,0
128,29,24.650582919514992,1
265,11,131.60053656954352,0
81,14,130.15475434343944,0
256,37,131.02993381437446,0
143,48,49.97043631487951,1
278,46,136.09571870939925,0
139,7,158.3285882789812,0
230,41,67.16008157212637,0
233,38,94.92349638621012,0
103,25,159.22456067400395,0
254,19,152.26695074663613,0
250,20,161.68375017630262,0
299,38,72.54824154860727,0
177,41,83.00690498881191,0
6,14,60.385160142155755,0
154,27,74.91075881668695,0
270,29,127.53744111049151,0
276,36,127.318734169573,0
194,10,116.34935309942648,0
49,37,63.11955049002491,0
252,3,134.16780884643416,0
193,23,97.93705455830396,0
83,30,116.39330837329524,0
349,43,84.65407036414068,0
305,8,114.30064783231886,0
303,9,118.4885136181914,0
212,22,68.51640598577822,0
266,22,131.34969436549835,0
226,47,85.70824071660874,0
173,22,108.87192580386267,0
77,10,136.46100339126974,0
193,6,165.82357623516089,0
338,30,96.0926531737428,0
89,18,133.01780659726697,0
118,32,32.23965692803946,1
323,4,126.52067158705138,0
87,29,130.75542929717378,0
179,17,59.26641705005489,0
188,5,156.49002050308445,0
325,6,110.69846232883992,0
94,49,189.7510558561148,0
85,17,132.92917146404088,0
268,0,133.421167066846,0
79,19,117.04986595987089,0
182,25,76.9337685274945,0
104,0,133.81864237074902,0
11,46,81.95443849044801,0
197,8,139.108566812016,0
332,39,20.846279631510644,1
311,38,55.69150432467782,0
204,33,89.5625094539385,0
185,31,93.26432846014971,0
15,4,120.22567479678288,0
316,0,132.9348018634123,0
168,18,62.92413740524682,0
159,26,76.71995079980434,0
18,0,133.90650040017934,0
316,0,131.93510234538755,0
166,9,124.42852888608266,0
307,32,108.52357563029895,0
61,47,100.87501958258996,0
165,39,84.97012566906665,0
252,15,145.895826900174,0
34,25,109.78071003167638,0
340,8,88.598636188749,0
175,9,121.52752638797362,0
174,16,60.31619212877736,0
257,37,138.98940637714622,0
272,34,130.0831656636917,0
65,19,79.13229109821398,0
19,14,54.87832443874749,0
234,4,137.25644052602394,0
71,12,118.36858898746546,0
153,12,107.89233455785842,0
22,12,51.92120817467341,0
315,42,87.76406761492619,0
42,37,87.43578555564675,0
296,43,119.99624304686249,0
302,34,38.390972198484924,0
144,29,82.68342869790652,0
25,48,84.66051349400281,0
321,28,7.777969011868466,1
78,31,96.69401774534018,0
298,49,106.32846525880886,0
296,45,129.1455087250212,0
215,37,84.6034313710599,0
339,47,97.89463475814911,0
299,21,49.3727955665944,0
80,25,110.10172249664238,0
72,45,86.56508880037309,0
51,22,63.75150377253353,0
230,36,85.12115399788581,0
219,22,48.38461879264718,0
269,48,171.8265096244906,0
127,28,22.913371127971732,1
295,44,121.0355788589097,0
176,9,120.6189560888245,0
92,13,128.51864013341017,0
10,42,79.24037375071525,0
318,0,131.4209929534685,0
169,12,93.2641948157698,0
71,27,63.84674497572803,0
124,1,130.76387603543915,0
310,18,40.403115693677556,0
154,11,112.27018706091623,0
279,38,115.21937247948145,0
181,32,86.63086339454269,0
59,2,133.1423153954345,0
234,47,59.76413151631829,1
213,38,32.036690031930014,1
83,2,129.37285982839595,0
171,7,152.21145164514172,0
88,24,128.32996703309075,0
294,35,18.33186841681085,1
120,33,35.64147128461071,1
70,35,48.625511151873894,0
160,30,75.43480568500648,0
340,31,94.52320174567029,0
139,32,93.17710155663823,0
216,43,76.68351674325989,0
78,41,98.92045546338406,0
322,21,69.64807619919534,0
146,36,70.11280793668901,0
21,5,116.53865027674543,0
161,23,107.77107449026146,0
198,39,82.00114486095507,0
303,34,94.58017675260197,0
260,14,132.0356697676066,0
327,49,66.44137932947602,0
258,12,137.20178671836953,0
86,13,132.06559410496914,0
230,44,85.65600473400669,0
228,29,24.082214709281644,1
267,40,151.1614935416385,0
1,19,110.6601678400768,0
238,0,130.90739481243125,0
213,28,80.09461011919804,0
342,2,138.51537670040332,0
90,31,130.21356326941714,0
62,22,44.14661847232253,0
1,3,127.9597817284629,0
205,7,155.22413982841576,0
94,24,132.04854043796178,0
237,42,25.062035499054346,1
17,17,63.62043184733386,0
283,33,89.13259292012154,0
82,49,149.4697172448528,0
131,9,150.99236473952345,0
99,48,175.20517373572426,0
96,48,189.16219342009646,0
190,16,66.23195796391637,0
158,14,75.82259070125318,0
60,48,70.32263411356196,1
113,0,135.85144915426847,0
136,5,142.73521346374352,0
60,15,85.48502053763195,0
61,3,132.23135204831254,0
51,11,97.51841447544145,0
320,43,105.3853153910858,0
217,10,140.10263726190593,0
214,6,153.22740692280684,0
125,27,59.90408753842916,0
112,12,153.78726261718768,0
200,5,154.29736960728246,0
174,13,82.57380830888025,0
182,12,87.86541439924666,0
71,49,40.39594763117766,1
61,17,74.13265440974583,0
54,13,82.72459409702542,0
333,40,4.86729993159342,1
280,4,132.4615732887788,0
336,32,102.86193997650936,0
317,15,70.39635470002497,0
348,6,105.38508456108883,0
144,7,157.41485867182,0
229,48,99.5761636492212,0
123,24,55.76515306111462,0
355,42,78.72824589729562,0
34,16,62.30737443758062,0
138,35,12.920489684195932,1
150,49,71.36242892964951,0
309,13,80.07023218541855,0
16,19,99.78737850410201,0
28,48,71.34544338154078,0
272,23,129.72456444710664,0
66,33,48.30000321629732,0
333,14,49.90792434787041,0
120,14,144.30213356478484,0
118,22,96.15704433746767,0
204,6,161.68935083268798,0
9,41,81.81073866431429,0
246,0,130.99294869236743,0
213,41,90.80218554616279,0
266,31,140.24340321405174,0
184,6,157.93218080075238,0
275,34,124.59972041310287,0
48,41,79.94424173784734,0
328,5,119.10122187485605,0
190,0,132.9348018634123,0
36,40,86.2836660579949,0
137,34,16.010141464328612,1
38,10,81.77099981590823,0
170,6,157.22569052313594,0
242,23,158.54836620644247,0
168,27,68.4548066909969,0
317,39,86.31141420239364,0
166,47,85.18146177986272,0
123,23,62.9923102766376,0
35,37,68.28941635526941,0
30,12,53.74622028110893,0
126,8,151.09730897679347,0
226,4,137.5891237985109,0
291,31,49.30084048614266,0
241,38,23.58362506130583,1
142,23,59.16441153578152,0
271,28,126.19743941656148,0
164,43,75.82994742346823,0
280,49,91.0320490440207,0
205,4,144.15875327726425,0
121,21,102.51554250443868,0
113,37,60.37814368321008,0
205,37,70.44571347632534,0
252,14,142.07273216049325,0
288,26,74.7384395332231,0
312,6,127.01034151928438,0
117,10,151.2013726349183,0
132,46,97.61842653871221,0
335,3,125.6716278190646,0
38,23,84.97703333447787,0
312,1,131.42716286010327,0
260,15,136.7297275024789,0
88,38,138.0449102770981,0
231,7,154.51911599405912,0
317,9,96.72352297349815,0
313,1,131.0859608896289,0
278,3,133.16645301222613,0
41,31,8.465604767425527,1
293,20,78.32481851280524,0
108,21,139.26246111792403,0
119,11,151.76004098967042,0
323,32,71.68626625875223,0
263,0,130.99294869236743,0
144,42,11.606978106850988,1
86,32,132.44908329272863,0
236,18,104.81713921741681,0
254,7,134.04073316576006,0
74,14,121.13294691945376,0
144,42,12.063284047105014,1
235,8,148.53772435623696,0
341,46,75.98439721367994,0
96,13,132.59674347732152,0
281,39,103.56887936463039,0
307,10,110.64489909240727,0
256,46,127.20219341993838,0
97,28,146.62910689859777,0
8,36,90.50255894852198,0
57,21,35.594437013520405,0
275,30,121.23466007879848,0
96,17,132.50769643663241,0
101,0,130.47909687968848,0
15,29,85.45924031110793,0
36,27,79.88060138360095,0
42,36,7.503945701078533,1
281,38,101.41374972405328,0
330,33,6.968158101249132,1
113,6,139.22770737015261,0
167,27,67.98567408420085,0
155,5,146.34187546673425,0
305,0,135.33502158634056,0
271,5,129.1172912268135,0
230,8,155.43070146973847,0
155,20,70.72336284699995,0
331,46,90.20305848295096,0
322,39,77.87200661152937,0
49,44,95.64885275622935,0
86,3,131.56018456521753,0
232,27,65.59794149925939,0
232,7,148.6087064540923,0
134,29,90.93593202657613,0
5,3,125.60349439794857,0
314,16,46.084937462225554,0
168,11,107.32360805300388,0
178,21,113.99411791272814,0
270,37,142.35999144453692,0
325,27,77.03333772274893,0
6,18,87.76472721109143,0
86,10,126.83646606502121,0
353,27,81.15379910293923,0
195,43,76.98382270702648,0
256,20,145.55353022558756,0
82,17,123.97124458747592,0
8,23,81.11993674703338,0
193,44,81.89891265770044,0
205,47,21.793439065886485,1
68,11,120.29443980307542,0
103,33,141.83544780346955,0
261,48,178.44873130420862,0
21,43,69.73203535225856,0
285,0,131.9636184801718,0
231,45,50.06322356855161,1
159,29,75.25860216539542,0
186,17,71.8438442280021,0
159,24,100.30144492040944,0
325,41,25.30749055359107,1
77,34,88.78425719027793,0
8,14,50.54837377034101,0
246,5,140.629297620313,0
203,46,7.694656874431914,1
151,45,9.21784754628223,1
298,36,17.827365741923206,1
356,15,50.5082925577021,0
334,8,91.28330981515465,0
273,37,139.3580825162787,0
353,30,88.70346422108099,0
269,10,141.20923801772193,0
281,48,125.39652102771414,0
202,38,72.07970037760693,0
89,19,127.11606436442153,0
206,19,55.21443763004531,0
184,35,80.33110203762925,0
67,37,19.053468680028036,1
12,0,132.9348018634123,0
355,23,73.07890663214079,0
1,7,92.84786499123862,0
354,0,133.39110780366636,0
63,43,132.11012535459668,0
314,8,111.4510541297932,0
359,41,79.11864756345426,0
279,32,115.66516978528499,0
207,29,85.51778486371356,0
293,4,127.90528231585219,0
210,24,107.53424803097452,0
136,35,17.425914241511684,1
201,28,74.76697639470356,0
28,27,63.62776186226258,0
196,42,78.18661429048379,0
268,36,139.15451244603682,0
95,12,134.8236433946467,0
54,6,123.63793180360551,0
19,8,92.64046180804698,0
27,1,133.14963573583023,0
232,3,135.21756084201883,0
132,35,14.832706679848286,1
38,31,6.260523066633047,1
277,46,143.4287907297006,0
315,26,11.790270891984012,1
22,44,77.15797125290979,0
226,25,21.656483372052836,1
122,41,24.574766805966473,1
232,0,134.39312551256052,0
279,6,138.58245811392266,0
292,9,117.59598995501071,0
227,25,22.39241295530996,1
154,13,84.31244769215844,0
292,17,94.75182588191923,0
128,21,61.87752307719512,0
25,0,132.4497245499869,0
165,41,81.91744894804556,0
52,41,53.121484705888676,1
282,32,107.01196852059057,0
148,29,67.16755921295862,0
299,38,69.95908581742925,0
184,24,89.12684156159669,0
254,44,108.15460909645569,0
193,35,76.0641249161967,0
277,5,133.70804219378482,0
58,0,131.4492546326215,0
263,37,155.76999715365437,0
20,8,95.37435956624591,0
263,49,194.86267294764704,0
80,6,135.04767323792242,0
359,7,94.48397450740285,0
150,35,96.21227237174003,0
349,15,48.545833052480916,0
183,25,86.90703350631426,0
267,29,133.18162675327534,0
32,47,37.4623434348606,1
257,25,158.35281259173897,0
156,25,92.61933075544462,0
354,17,80.94805608548708,0
130,48,105.63677673668232,0
72,33,55.353831931680084,0
17,33,75.14281747728896,0
69,42,74.23109539805422,0
229,31,97.23645029796893,0
141,45,85.0907697646588,0
206,38,89.35049641012623,0
37,1,133.41495472678875,0
163,20,81.29132849310889,0
24,31,89.52492951140766,0
341,14,55.34775403306816,0
159,18,61.11605035906472,0
66,35,16.097528741924826,1
212,30,82.26323039051681,0
6,18,88.58373797348177,0
97,22,135.22942918160982,0
9,19,105.04836552029674,0
6,45,85.6910052642584,0
44,28,84.53366898183819,0
248,14,160.5265103818635,0
142,14,98.19681808437231,0
266,17,134.6801834750202,0
127,4,137.95913133944836,0
11,1,131.80583693160395,0
338,18,69.60615225550738,0
234,14,129.81873173996448,0
112,2,138.0993562558214,0
227,34,15.092875920750986,1
48,21,38.18210777497493,0
167,46,87.06655823642843,0
262,29,145.66287467352382,0
24,12,60.9508789592436,0
93,8,133.17998113415268,0
31,38,65.25357982303089,0
27,25,78.28621174788462,0
340,22,103.7806024556566,0
257,36,137.83940454040268,0
302,43,86.1460294527842,0
162,49,79.51591386015028,0
35,34,5.979203881101918,1
43,31,41.93665886547127,1
301,22,34.48290100432165,0
318,28,8.172555335007763,1
139,17,79.68613798189237,0
152,23,101.99372127254867,0
293,5,135.28950187629164,0
227,14,122.38943805628746,0
269,17,141.28540245419887,0
166,34,77.34214140649998,0
85,0,134.39312551256052,0
207,24,113.97870095116791,0
131,22,47.655904175871335,0
246,36,59.61261095411106,0
183,28,82.88789876933805,0
51,24,16.61836628397288,1
262,42,175.2132989515846,0
99,6,132.45254380783717,0
43,38,90.2353142393998,0
291,19,91.81481130994352,0
10,48,90.89516190404619,0
89,31,135.1399929389081,0
297,40,21.130818535593914,1
268,18,131.92626496592084,0
126,30,47.828389157915105,0
30,25,85.31277349732801,0
170,15,68.02283927338611,0
109,36,86.55730097004738,0
82,20,125.32622443028139,0
287,25,86.04797627834047,0
298,3,134.56938481511537,0
184,43,87.44140017792877,0
158,34,81.95134392276513,0
31,0,136.82470247537876,0
262,24,140.20574482043293,0
359,20,115.08686953232588,0
280,24,118.31087555188049,0
322,9,93.95998253216483,0
197,35,93.58438535228913,0
205,12,95.56021137247609,0
332,26,69.40016929449938,0
305,11,103.98833930559442,0
358,19,120.25902039992106,0
304,36,63.557985654997076,0
164,16,63.56224027756827,0
312,42,110.06611383640094,0
121,22,84.97058764244639,0
87,5,135.1798204497346,0
26,24,88.40755794257541,0
102,15,135.60572677115974,0
218,23,76.95009837137367,0
99,15,134.46493537589643,0
78,29,98.91634149735472,0
308,48,111.36023411075965,0
217,44,73.34864250068769,0
43,25,89.51281695719166,0
114,12,155.0710750133016,0
48,20,44.93682229200358,0
59,37,114.83480779894934,0
240,24,73.97611780205227,0
265,48,178.598538574926,0
173,24,85.479914017738,0
260,36,160.06256334571611,0
77,45,100.91350669817578,0
110,3,131.3328434372309,0
314,48,68.56409286249429,1
215,26,112.40818924460045,0
276,23,124.59302551927638,0
333,27,63.8287233020197,0
12,25,74.78262810698617,0
244,23,104.22026815220036,0
279,47,139.06357845059944,0
343,31,91.80751859915426,0
261,20,140.44747058336293,0
223,46,38.26405555831404,1
288,24,83.49446187964188,0
62,48,107.85405019160245,0
317,18,52.63198753288992,0
91,8,131.21838832929356,0
94,18,139.5414229444265,0
14,38,85.8991274277028,0
197,2,136.20647769736652,0
114,49,112.6595690835813,0
193,44,88.3978157141246,0
197,23,107.17034693237937,0
176,1,134.50722147033946,0
4,45,96.35614620065775,0
52,43,80.73183547304697,0
330,34,104.0889123433295,0
42,26,11.006412227730287,1
213,26,117.83632991956534,0
341,28,74.47253635260223,0
257,27,157.89346884454312,0
246,16,151.73290286664042,0
161,6,162.98688657003433,0
49,22,60.52527759105829,0
277,30,120.84066228127419,0
332,32,92.25596255320984,0
270,37,144.20399764867184,0
57,20,42.10407010648034,0
226,10,152.29239850359824,0
184,3,141.5265611791097,0
21,16,50.179698029238985,0
58,25,42.43227747993991,0
47,1,133.9384992066701,0
148,4,143.7377958591251,0
219,33,14.37247098046126,1
1,2,130.76421689546908,0
134,35,53.54239752230917,1
14,35,79.40429183285944,0
290,0,135.3656014415024,0
216,29,89.1604585095616,0
30,46,78.4948403532261,0
246,21,126.64712737626928,0
251,20,151.14210645076128,0
250,3,141.08173033587533,0
235,4,141.50602984857986,0
116,20,130.60044128357242,0
226,12,132.677646690107,0
165,26,73.38460143717205,0
238,10,162.43123717253528,0
50,34,80.03015643379202,0
177,15,65.17129847392948,0
210,40,29.946649876129026,1
202,46,7.668748541516367,1
223,25,112.60144203575874,0
175,39,89.20029799804568,0
196,32,91.19632194404232,0
262,38,168.2099058783014,0
173,22,111.61101255322569,0
63,48,121.0039177877804,0
155,9,137.974501795462,0
186,3,144.32741444789752,0
20,33,76.6397278576664,0
60,44,103.37399434488098,0
226,47,86.06073810866154,0
262,37,166.34883975585583,0
147,23,83.96985693483649,0
259,4,139.3860371161713,0
352,39,86.09781231881333,0
39,34,8.458005461815995,1
77,0,134.8787156460865,0
270,1,132.4819032765919,0
279,10,138.45174732419483,0
157,13,82.87131524090154,0
216,7,158.29186538323373,0
311,37,47.346900265624804,1
137,24,63.75218586787115,0
153,21,74.23064766269934,0
256,36,135.52068410740947,0
255,45,117.69016972557388,0
307,12,90.82375905940009,0
67,12,119.05167788874603,0
172,47,88.84800984833099,0
8,5,115.35630125205563,0
137,45,71.53557755208737,1
232,4,141.6187013589027,0
310,5,131.0142931635364,0
241,17,159.01837870233777,0
115,17,139.80344670606308,0
19,11,61.74506562127398,0
19,34,85.2226396199083,0
133,43,95.68915836232152,0
282,22,112.95108939501154,0
202,42,82.3167559325065,0
225,39,47.27030681345091,1
235,24,45.61090912707791,0
248,6,139.52977907516092,0
132,33,100.87666848933966,0
312,43,99.40689528186233,0
209,40,78.78328977694925,0
124,46,89.9667382135353,0
296,5,140.92109001357042,0
76,29,89.66965365914194,0
148,43,82.7752270462702,0
293,8,136.105919423555,0
11,27,78.12015975484911,0
257,17,154.6749597244107,0
182,18,81.00347658737788,0
200,32,97.62543056137817,0
152,2,141.98039456464448,0
100,48,175.76574657915748,0
232,18,91.8138490799312,0
260,1,136.90454680634394,0
232,25,53.538224713234804,0
108,27,132.545492380338,0
224,4,145.05509413005072,0
41,21,56.99176345254338,0
44,33,7.640473971371522,1
44,24,70.64078928400416,0
100,1,134.1370007540612,0
31,47,38.111320465212486,1
82,49,153.3651204127467,0
232,46,115.920683738184,0
209,37,9.93591159014505,1
208,14,75.52840274239014,0
149,1,143.38999266601533,0
191,5,157.82341090933093,0
1,8,84.63419491745735,0
41,48,90.64545618326733,0
333,4,128.17896028009798,0
22,29,78.92760288810474,0
172,6,161.37662521678325,0
52,10,103.19193376210441,0
149,37,78.71703564924204,0
72,48,102.99530564886494,0
111,4,139.4899849059555,0
87,11,136.5640754404729,0
97,4,145.4371672791158,0
150,48,24.717411398310148,1
303,21,53.095363821582474,0
158,1,140.5883900877453,0
211,23,89.84196461548738,0
91,37,144.45901695993734,0
328,42,103.80967508223743,0
72,29,68.11894075101631,0
332,14,50.75459522244145,0
321,46,146.46369544184435,0
176,47,87.22466469963145,0
160,35,78.96009599513062,0
81,28,117.83654796723641,0
167,46,87.31580047872144,0
0,36,91.34209230166245,0
229,45,66.875686504817,0
242,0,140.23579756392357,0
264,22,139.36309379514222,0
298,31,13.486950964677217,1
338,43,5.671517263981736,1
91,42,156.05393146453005,0
78,21,118.66480381498965,0
183,1,140.00425186708435,0
95,49,196.0998693656463,0
22,30,90.70092604182632,0
341,46,82.79649557404296,0
357,23,74.12117837707346,0
316,16,45.83659272021128,0
228,20,61.60325708613911,0
334,43,5.3969773622970045,1
267,14,131.49463479978556,0
216,36,91.64624771708131,0
255,10,144.07206607906826,0
23,32,90.38473778808881,0
291,48,116.91600432580697,0
82,49,155.89688851824636,0
215,3,139.12286097420647,0
148,30,69.05854630064049,0
296,15,97.14212155357723,0
225,12,131.6998741867735,0
248,29,92.45513388020385,0
288,5,136.90906002432345,0
295,45,134.4533379478267,0
279,9,134.2915246956772,0
332,36,92.31202571506333,0
185,46,94.29084751001946,0
80,24,115.670233819685,0
106,12,142.24301825088673,0
334,34,80.8300595581872,0
44,7,120.12878604320926,0
268,4,140.42139837166744,0
124,44,86.57450330771782,0
289,32,54.517374608497235,0
170,42,81.58309519260811,0
0,16,63.83242867727377,0
42,28,103.6719414181395,0
93,34,144.14529345490146,0
189,25,83.75610091672414,0
228,24,44.21096148646742,0
146,42,85.15231067931242,0
109,2,139.78273745513158,0
17,23,87.43898258442027,0
